record_id,snapshot_month,restaurant_id,restaurant_name,city,neighborhood,cuisine_primary,cuisine_secondary,restaurant_type,price_range,avg_cost_for_two_usd,seating_capacity,delivery_available,family_friendly,alcohol_served,total_orders,dine_in_orders,delivery_orders,reservations_count,unique_customers,new_customers,repeat_customers,repeat_customer_rate_pct,total_reviews,avg_review_length_words,negative_review_share_pct,avg_food_rating,avg_service_rating,avg_ambience_rating,avg_value_rating,avg_cleanliness_rating,overall_rating,customer_satisfaction_score,nps,avg_wait_time_min,avg_delivery_time_min,on_time_delivery_rate_pct,complaint_rate_pct,discount_share_pct,ad_spend_usd,revenue_usd,revenue_per_customer_usd,month_over_month_revenue_growth_pct,rating_band,recommended_action
RST1012_202503,2025-03-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,967,522,445,15,624,473,151,24.22,74,44,28.57,3.97,3.85,3.33,3.57,3.52,3.75,81.2,-2,16.5,32.3,88.53,5.51,10.21,2793.97,46682.62,74.81,2.04,Good,Investigate complaint drivers
RST1012_202504,2025-04-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1135,571,564,51,887,654,233,26.32,79,34,23.45,3.71,4.0,3.38,3.72,3.69,3.83,92.6,0,13.6,23.7,97.39,3.18,8.25,2883.5,55182.65,62.21,18.21,Good,Maintain and monitor
RST1012_202505,2025-05-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1017,546,471,27,741,535,206,27.85,65,54,29.61,3.97,3.63,3.4,3.65,3.68,3.68,85.8,-6,14.6,27.4,94.28,4.63,8.93,3561.07,49324.29,66.56,-10.62,Good,Investigate complaint drivers
RST1012_202506,2025-06-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1101,522,579,19,680,512,168,24.75,69,35,26.07,3.82,3.58,3.51,3.7,3.5,3.77,89.6,3,11.7,34.5,82.75,3.96,6.88,1708.8,53794.6,79.11,9.06,Good,Investigate complaint drivers
RST1012_202507,2025-07-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1073,538,535,18,683,531,152,22.36,67,35,28.23,3.74,3.69,3.65,3.45,3.98,3.65,83.2,0,23.6,25.7,89.55,4.56,9.96,2139.41,51848.02,75.91,-3.62,Good,Investigate complaint drivers
RST1012_202508,2025-08-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,993,507,486,32,634,470,164,25.87,67,38,30.54,3.48,3.82,3.73,3.43,3.55,3.53,78.7,-10,16.5,29.8,87.97,5.15,7.29,3446.25,48446.77,76.41,-6.56,Good,Investigate complaint drivers
RST1012_202509,2025-09-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,916,492,424,14,724,526,198,27.36,54,34,29.93,3.77,3.48,3.83,3.53,3.69,3.76,84.7,4,18.1,24.7,88.09,4.2,9.01,1950.48,44414.19,61.35,-8.32,Good,Improve service staffing/training
RST1012_202510,2025-10-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1141,666,475,42,737,547,190,25.78,66,37,28.66,3.48,3.7,3.93,3.55,3.42,3.57,81.6,-17,25.1,30.6,91.4,6.8,8.63,3275.79,55399.61,75.17,24.73,Good,Investigate complaint drivers
RST1012_202511,2025-11-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,988,522,466,27,712,559,153,21.59,66,40,30.95,3.39,3.58,3.73,3.56,4.07,3.53,78.0,-2,18.2,23.8,98.43,4.08,8.45,3362.03,48001.66,67.42,-13.35,Good,Investigate complaint drivers
RST1012_202512,2025-12-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,1241,584,657,26,766,601,165,21.67,78,46,28.75,3.63,3.43,3.44,3.94,3.57,3.65,77.1,0,17.9,25.2,96.7,4.86,9.21,3970.75,60128.41,78.5,25.26,Good,Investigate complaint drivers
RST1013_202501,2025-01-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1042,551,491,87,719,521,198,27.6,62,46,31.92,3.26,3.11,3.61,3.84,3.45,3.39,74.8,-20,15.3,41.2,76.44,6.36,13.39,2927.76,21323.39,29.66,,Below Avg,Investigate complaint drivers
RST1013_202502,2025-02-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1049,560,489,114,675,499,176,26.1,65,37,30.58,3.51,3.7,3.1,3.79,3.19,3.57,82.4,-10,15.4,29.3,88.06,4.6,12.74,2552.33,21517.53,31.88,0.91,Good,Investigate complaint drivers
RST1013_202503,2025-03-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1197,691,506,201,967,735,232,24.0,72,46,31.33,3.43,3.38,3.39,3.83,3.32,3.48,80.7,-9,10.8,36.0,87.52,3.35,11.28,2264.77,24684.71,25.53,14.72,Below Avg,Investigate complaint drivers
RST1013_202504,2025-04-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1144,643,501,217,699,531,168,24.1,82,40,30.32,3.43,3.42,3.41,3.72,3.47,3.51,76.3,1,16.4,39.9,77.41,5.49,14.46,2897.29,23318.5,33.36,-5.53,Good,Investigate complaint drivers
RST1013_202505,2025-05-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1212,723,489,266,739,552,187,25.39,82,41,28.81,3.72,3.47,3.41,3.94,3.61,3.58,78.2,-1,16.1,35.4,79.65,6.26,11.72,2709.91,24954.03,33.77,7.01,Good,Investigate complaint drivers
RST1013_202506,2025-06-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1217,676,541,147,907,685,222,24.57,87,32,30.95,3.11,3.62,3.23,4.28,3.53,3.57,78.2,2,8.7,29.0,90.77,2.72,14.14,2132.75,24835.64,27.38,-0.47,Good,Investigate complaint drivers
RST1013_202507,2025-07-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1224,701,523,93,850,661,189,22.29,54,34,36.05,3.25,3.23,3.19,3.63,3.47,3.24,73.1,-26,17.2,36.9,76.16,6.24,10.83,2698.35,25283.06,29.74,1.8,Below Avg,Investigate complaint drivers
RST1013_202508,2025-08-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1188,666,522,131,936,723,213,22.84,66,41,31.44,3.33,3.26,3.26,3.74,3.53,3.39,71.3,-29,22.2,36.7,83.33,7.25,11.0,2235.77,24523.67,26.2,-3.0,Below Avg,Investigate complaint drivers
RST1013_202509,2025-09-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1108,634,474,75,694,529,165,23.9,67,37,33.2,3.31,3.4,3.08,3.68,3.47,3.37,77.3,-17,5.7,30.1,87.03,3.69,12.51,2498.0,22746.56,32.78,-7.25,Below Avg,Investigate complaint drivers
RST1013_202510,2025-10-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1174,564,610,80,910,664,246,27.06,77,30,33.2,3.2,3.18,3.28,3.69,3.28,3.3,77.9,-21,9.9,31.2,83.29,3.4,8.41,2343.58,24463.25,26.88,7.55,Below Avg,Investigate complaint drivers
RST1013_202511,2025-11-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1272,702,570,195,850,645,205,24.18,69,45,33.15,3.32,3.5,3.06,3.93,3.52,3.47,76.5,-15,13.8,37.5,80.63,5.15,10.06,2412.15,26347.6,31.0,7.7,Below Avg,Investigate complaint drivers
RST1013_202512,2025-12-01,RST1013,Harbor Indian House,Abu Dhabi,Khalidiya,Indian,Biryani,Casual Dining,1,46.16,111,0,0,0,1352,697,655,80,818,661,157,19.24,88,37,34.29,3.29,3.15,3.01,3.77,3.65,3.28,68.0,-22,17.3,44.2,69.84,6.37,11.61,2388.35,27847.69,34.04,5.69,Below Avg,Investigate complaint drivers
RST1014_202501,2025-01-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,633,335,298,102,512,367,145,28.35,41,37,29.09,3.51,3.6,3.28,3.77,3.81,3.46,76.8,-16,15.3,30.4,87.29,4.73,12.6,2253.73,14246.05,27.82,,Below Avg,Investigate complaint drivers
RST1014_202502,2025-02-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,715,429,286,131,553,408,145,26.29,46,36,30.99,3.68,3.64,3.61,3.68,3.58,3.54,80.7,1,13.4,23.0,94.72,3.31,11.74,2864.29,16142.39,29.19,13.31,Good,Investigate complaint drivers
RST1014_202503,2025-03-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,747,415,332,145,526,395,131,24.94,52,30,31.54,3.36,3.48,3.68,3.58,3.45,3.4,79.5,-12,16.3,27.0,87.23,4.46,11.47,2016.87,16881.17,32.09,4.58,Below Avg,Investigate complaint drivers
RST1014_202504,2025-04-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,727,384,343,89,566,458,108,19.24,50,32,32.54,3.64,3.3,3.58,3.98,3.69,3.49,71.2,-10,20.1,37.4,81.29,6.23,12.86,2067.3,16346.42,28.88,-3.17,Below Avg,Improve service staffing/training
RST1014_202505,2025-05-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,878,493,385,56,576,410,166,28.97,50,40,31.03,3.63,3.35,3.7,3.81,3.47,3.54,81.2,-18,11.7,36.9,75.08,5.05,16.03,2788.42,19511.96,33.87,19.37,Good,Improve service staffing/training
RST1014_202506,2025-06-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,989,509,480,165,666,508,158,23.77,63,38,27.47,3.75,3.47,3.33,4.03,3.64,3.72,82.7,-17,14.8,35.8,76.88,6.2,11.06,1320.37,22384.04,33.61,14.72,Good,Investigate complaint drivers
RST1014_202507,2025-07-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,819,370,449,47,504,405,99,19.76,45,35,33.24,3.25,3.33,3.51,3.74,3.62,3.3,70.1,-23,20.6,32.4,81.56,6.38,10.03,2213.63,18605.77,36.92,-16.88,Below Avg,Investigate complaint drivers
RST1014_202508,2025-08-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,717,394,323,116,551,417,134,24.36,46,36,30.73,3.33,3.09,3.65,3.59,3.89,3.33,77.0,-18,13.6,31.4,83.4,5.1,6.32,1718.45,16507.66,29.96,-11.28,Below Avg,Improve service staffing/training
RST1014_202509,2025-09-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,909,505,404,61,666,495,171,25.82,57,43,29.56,3.25,3.48,3.67,3.6,3.68,3.49,81.6,-14,14.8,30.6,88.19,4.62,14.92,2413.36,20283.74,30.46,22.87,Below Avg,Investigate complaint drivers
RST1014_202510,2025-10-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,821,436,385,48,578,425,153,26.52,43,24,27.44,3.43,3.46,3.56,3.54,3.41,3.54,80.4,-1,15.3,29.2,88.03,4.12,11.39,2422.62,18559.28,32.11,-8.5,Good,Investigate complaint drivers
RST1014_202511,2025-11-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,835,508,327,182,641,495,146,22.81,54,37,30.01,3.77,3.3,3.33,4.05,3.57,3.57,81.9,-4,17.4,32.9,85.14,4.89,9.0,1783.12,19040.15,29.7,2.59,Good,Investigate complaint drivers
RST1014_202512,2025-12-01,RST1014,Urban Thai Garden,Sharjah,Al Majaz,Thai,Asian,Fine Dining,2,50.62,147,0,0,0,948,516,432,120,616,469,147,24.01,55,30,29.56,3.56,3.55,3.38,4.0,3.53,3.49,78.1,-8,19.4,32.5,83.64,5.36,11.73,2565.28,21403.91,34.75,12.41,Below Avg,Investigate complaint drivers
RST1015_202501,2025-01-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,802,447,355,39,569,405,164,28.92,52,34,30.99,3.49,3.42,3.6,4.1,3.91,3.56,80.9,-10,11.1,45.2,71.65,6.94,8.96,1100.49,22228.55,39.07,,Good,Investigate complaint drivers
RST1015_202502,2025-02-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,802,451,351,26,652,525,127,19.5,49,37,31.83,3.48,3.6,3.38,3.99,3.67,3.53,74.1,-17,18.5,35.9,80.63,5.67,11.51,2671.18,22024.14,33.78,-0.92,Good,Investigate complaint drivers
RST1015_202503,2025-03-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,858,451,407,11,522,388,134,25.67,51,47,32.77,3.55,3.59,3.73,3.88,3.74,3.65,84.0,-3,13.3,31.4,84.67,4.4,11.17,2223.5,23591.24,45.19,7.12,Good,Investigate complaint drivers
RST1015_202504,2025-04-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,767,399,368,14,528,415,113,21.54,44,25,29.57,3.19,3.08,3.52,3.85,3.83,3.23,72.1,-16,12.0,24.3,92.45,3.61,9.75,2113.63,21198.13,40.15,-10.14,Below Avg,Investigate complaint drivers
RST1015_202505,2025-05-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,928,468,460,34,667,502,165,24.76,56,48,29.96,3.64,3.03,3.01,4.09,3.59,3.39,71.0,-25,21.4,39.0,81.71,7.07,10.78,2454.04,25552.04,38.31,20.54,Below Avg,Investigate complaint drivers
RST1015_202506,2025-06-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,910,589,321,50,635,468,167,26.36,57,31,29.51,3.7,3.3,3.54,3.98,3.39,3.49,80.8,-13,13.7,43.5,73.42,6.36,14.07,1957.65,24756.34,38.99,-3.11,Below Avg,Improve service staffing/training
RST1015_202507,2025-07-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,972,539,433,25,658,509,149,22.78,47,46,29.97,3.63,3.54,3.47,3.66,3.62,3.51,81.5,-21,17.0,34.8,80.06,5.45,11.86,2416.99,26657.89,40.51,7.68,Good,Investigate complaint drivers
RST1015_202508,2025-08-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,827,456,371,31,520,385,135,26.15,46,42,28.95,3.67,3.78,3.52,4.05,3.59,3.69,82.1,-5,14.8,32.3,82.84,3.92,10.41,2056.89,22801.14,43.85,-14.47,Good,Investigate complaint drivers
RST1015_202509,2025-09-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,884,480,404,22,664,471,193,29.12,54,34,30.58,3.47,3.5,3.43,3.65,3.77,3.52,82.4,-4,11.5,28.2,90.01,3.31,14.44,1864.07,24016.29,36.17,5.33,Good,Investigate complaint drivers
RST1015_202510,2025-10-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,803,465,338,40,565,400,165,29.22,40,34,32.55,3.45,3.55,3.46,3.97,3.76,3.5,75.7,-17,12.4,44.7,69.52,7.34,12.05,2248.09,22007.58,38.95,-8.36,Good,Investigate complaint drivers
RST1015_202511,2025-11-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,980,560,420,36,767,578,189,24.71,57,30,28.93,3.52,3.61,3.46,3.88,3.41,3.62,76.3,-10,13.0,36.4,80.94,6.19,10.66,2333.43,26995.93,35.2,22.67,Good,Investigate complaint drivers
RST1015_202512,2025-12-01,RST1015,Cedar Mexican Fork,Doha,Msheireb,Mexican,Street Food,Quick Service,1,61.52,56,0,0,0,966,548,418,28,603,446,157,26.06,57,28,29.9,3.92,3.45,3.29,4.07,3.31,3.68,80.6,0,16.6,41.2,76.84,6.31,13.64,2436.29,26321.51,43.65,-2.5,Good,Investigate complaint drivers
RST1016_202501,2025-01-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1055,543,512,160,824,629,195,23.72,62,35,27.23,3.7,3.79,3.56,3.69,3.92,3.69,82.8,-15,21.1,26.8,84.96,4.83,8.4,2926.74,34834.36,42.27,,Good,Investigate complaint drivers
RST1016_202502,2025-02-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1012,506,506,115,800,596,204,25.58,67,41,29.85,3.69,3.42,3.51,3.69,3.96,3.53,78.9,-14,12.5,38.4,76.99,5.36,9.39,3188.26,33295.18,41.62,-4.42,Good,Investigate complaint drivers
RST1016_202503,2025-03-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1118,559,559,64,716,565,151,21.22,75,47,33.57,3.28,3.43,3.56,3.52,3.88,3.44,71.4,-12,19.0,32.7,85.94,5.81,5.69,2044.18,37275.94,52.06,11.96,Below Avg,Investigate complaint drivers
RST1016_202504,2025-04-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1066,609,457,203,784,576,208,26.57,73,42,30.17,3.6,3.66,3.78,3.62,3.69,3.68,82.9,-12,21.5,35.8,77.66,6.02,10.11,2211.36,34980.92,44.62,-6.16,Good,Investigate complaint drivers
RST1016_202505,2025-05-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1056,585,471,109,808,564,244,30.2,53,42,27.32,3.82,3.66,3.77,3.53,3.69,3.69,87.7,-2,18.5,23.6,91.79,3.2,4.83,2756.54,35316.0,43.71,0.96,Good,Investigate complaint drivers
RST1016_202506,2025-06-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1077,574,503,73,677,529,148,21.92,70,43,31.45,3.86,3.47,3.55,3.66,3.6,3.6,81.4,-18,16.5,34.9,84.02,5.05,12.15,3259.03,35079.99,51.82,-0.67,Good,Investigate complaint drivers
RST1016_202507,2025-07-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1114,569,545,125,822,595,227,27.66,58,47,29.61,3.75,3.46,3.83,3.56,3.92,3.67,85.8,-9,17.5,28.8,91.21,4.18,7.8,2632.06,36862.27,44.84,5.08,Good,Improve service staffing/training
RST1016_202508,2025-08-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1026,604,422,199,750,558,192,25.71,66,33,27.57,3.68,3.42,3.77,3.55,3.76,3.64,81.2,-5,12.9,36.0,85.46,5.33,8.03,2411.32,33922.34,45.23,-7.98,Good,Improve service staffing/training
RST1016_202509,2025-09-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1098,562,536,171,829,580,249,30.05,65,36,28.25,3.54,3.82,3.74,3.44,4.05,3.65,87.3,-4,12.1,30.5,88.23,3.19,9.09,1775.96,36163.85,43.62,6.61,Good,Investigate complaint drivers
RST1016_202510,2025-10-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1102,594,508,143,712,551,161,22.68,79,37,26.73,3.9,3.81,3.93,3.54,3.74,3.82,76.2,-2,22.0,33.7,84.14,6.81,7.38,3127.19,36520.08,51.29,0.99,Good,Investigate complaint drivers
RST1016_202511,2025-11-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1177,539,638,154,930,692,238,25.69,70,36,28.87,3.71,3.79,3.59,3.53,3.89,3.75,87.7,-1,13.3,40.2,73.07,3.66,3.97,1372.13,39484.2,42.46,8.12,Good,Investigate complaint drivers
RST1016_202512,2025-12-01,RST1016,Saffron American Bistro,Riyadh,Diplomatic Quarter,American,Burgers,Casual Dining,3,73.14,91,1,1,0,1194,650,544,133,882,707,175,19.85,74,36,28.86,3.75,3.2,3.67,3.62,3.57,3.59,74.7,-10,23.3,34.8,86.89,6.71,7.43,2409.62,39561.43,44.85,0.2,Good,Improve service staffing/training
RST1017_202501,2025-01-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,706,386,320,135,519,357,162,31.24,44,28,29.66,3.95,3.48,4.01,3.56,4.0,3.82,87.5,-10,13.4,39.9,74.88,4.97,5.93,2563.22,20316.25,39.14,,Good,Improve service staffing/training
RST1017_202502,2025-02-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,794,397,397,129,530,360,170,32.24,49,41,25.95,3.94,3.77,3.9,3.79,4.13,3.94,92.0,0,17.8,31.2,90.83,5.03,7.03,2708.82,22758.28,42.94,12.02,Good,Investigate complaint drivers
RST1017_202503,2025-03-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,871,453,418,108,610,428,182,29.86,61,39,26.01,4.29,4.01,4.05,3.84,3.98,4.16,93.8,16,17.1,33.4,84.41,4.37,5.62,2256.26,25091.6,41.13,10.25,Very Good,Investigate complaint drivers
RST1017_202504,2025-04-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,898,456,442,57,564,367,197,35.08,71,46,25.04,4.05,3.95,4.01,3.75,3.79,4.0,96.1,-1,16.9,27.6,90.3,4.6,7.19,2086.34,25724.95,45.61,2.52,Very Good,Investigate complaint drivers
RST1017_202505,2025-05-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,800,448,352,108,498,343,155,31.31,54,39,24.06,3.95,3.91,3.76,3.76,4.09,3.81,87.5,-17,11.7,35.2,84.45,4.34,7.95,2832.46,22854.58,45.89,-11.16,Good,Investigate complaint drivers
RST1017_202506,2025-06-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,827,416,411,95,668,501,167,25.13,51,32,24.1,3.85,4.08,3.82,3.37,4.4,3.85,88.3,-5,12.9,23.1,90.39,2.98,9.48,2573.3,23496.05,35.17,2.81,Good,Reassess pricing/value proposition
RST1017_202507,2025-07-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,828,440,388,133,561,403,158,28.25,58,38,25.32,4.09,3.86,4.06,3.48,4.09,3.98,93.3,6,13.8,23.6,95.07,2.63,6.31,2286.09,23794.4,42.41,1.27,Good,Investigate complaint drivers
RST1017_202508,2025-08-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,797,390,407,47,544,391,153,28.29,59,41,27.28,3.74,3.93,4.04,3.37,4.12,3.81,86.2,-5,12.6,36.2,84.37,5.04,9.06,1436.53,22677.85,41.69,-4.69,Good,Reassess pricing/value proposition
RST1017_202509,2025-09-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,810,405,405,82,530,391,139,26.27,53,28,25.8,3.91,4.09,4.08,3.85,4.01,4.0,94.9,16,18.9,44.3,71.65,5.79,8.29,2115.52,23111.74,43.61,1.91,Good,Investigate complaint drivers
RST1017_202510,2025-10-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,803,432,371,51,524,370,154,29.43,56,37,27.75,3.96,3.77,4.09,3.87,3.79,4.0,91.8,4,12.7,28.6,90.54,2.85,9.27,2010.63,22831.23,43.57,-1.21,Very Good,Investigate complaint drivers
RST1017_202511,2025-11-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,843,460,383,93,541,369,172,31.84,56,45,26.41,3.92,4.01,3.86,3.56,3.82,3.83,89.7,4,10.0,31.6,90.18,2.95,9.65,2430.49,23935.38,44.24,4.84,Good,Investigate complaint drivers
RST1017_202512,2025-12-01,RST1017,Urban Chinese Kitchen,Jeddah,Al Rawdah,Chinese,Asian,Casual Dining,3,63.18,125,1,1,0,892,472,420,49,626,470,156,25.0,53,45,23.64,3.91,3.79,4.17,3.77,4.24,3.88,84.9,0,22.0,38.4,82.94,7.23,10.24,2183.78,25272.47,40.37,5.59,Good,Maintain and monitor
RST1018_202501,2025-01-01,RST1018,Cedar Arabian Garden,Dubai,Dubai Marina,Arabian,Grill,Casual Dining,2,63.12,104,1,1,1,1184,526,658,135,925,649,276,29.93,82,35,27.71,3.92,3.68,4.03,4.04,3.88,3.84,89.6,5,16.3,24.6,90.57,4.12,11.61,3514.47,33347.73,36.05,,Good,Improve service staffing/training
RST1018_202502,2025-02-01,RST1018,Cedar Arabian Garden,Dubai,Dubai Marina,Arabian,Grill,Casual Dining,2,63.12,104,1,1,1,1366,623,743,126,934,730,204,21.87,80,36,27.57,3.75,3.59,3.92,3.78,3.81,3.82,85.2,0,15.2,31.0,88.21,5.13,7.56,2454.73,39042.21,41.8,17.08,Good,Investigate complaint drivers
RST1018_202503,2025-03-01,RST1018,Cedar Arabian Garden,Dubai,Dubai Marina,Arabian,Grill,Casual Dining,2,63.12,104,1,1,1,1375,596,779,179,836,589,247,29.66,95,43,28.11,3.91,4.13,3.37,3.98,3.92,3.88,83.3,3,13.1,39.8,74.63,7.06,11.15,2866.26,38791.75,46.4,-0.64,Good,Investigate complaint drivers
